Gene,Uniprot_ID,DIP_ID,Degree_Centrality,Betweenness_Centrality
PTPN13,Q12923,DIP-40449N,0.00040816326530612246,0.0003668088542768527
MAML1,Q92585,DIP-29920N,0.00040816326530612246,0.0
ATG16L1,Q676U5,DIP-50290N,0.00040816326530612246,0.0
MMP14,P50281,DIP-35111N,0.00040816326530612246,8.71520908342906e-05
MEP1B,Q16820,DIP-34900N,0.00040816326530612246,0.0
ARHGEF11,O15085,DIP-31622N,0.00040816326530612246,6.958860928872852e-05
POLRMT,O00411,DIP-56412N,0.00040816326530612246,0.000334595565109081
KRT5,P13647,DIP-39N,0.00040816326530612246,0.000334595565109081
DSG2,Q14126,DIP-46250N,0.00040816326530612246,4.1751544463468174e-05
BTLA,Q7Z6A9,DIP-48795N,0.00040816326530612246,0.0
CALCOCO2,Q13137,DIP-57534N,0.00040816326530612246,0.00010332079917983877
RNASEL,Q05823,DIP-61367N,0.00040816326530612246,0.0
CLCNKA,P51800,DIP-29432N,0.00040816326530612246,0.0
FBP1,P09467,DIP-46677N,0.00040816326530612246,7.121210608836433e-05
GRB14,Q14449,DIP-42605N,0.00040816326530612246,0.0006865558238793551
ADA,P00813,DIP-371N,0.00040816326530612246,0.000334595565109081
NR1D2,Q6I9S1,DIP-48397N,0.00040816326530612246,4.165781438111068e-08
MUTYH,Q9UIF7,DIP-41972N,0.00040816326530612246,0.000334595565109081
KCNK10,P57789,DIP-44050N,0.00040816326530612246,0.0
CYBA,P13498,DIP-37650N,0.00040816326530612246,0.0
ITGA1,P56199,DIP-206N,0.00040816326530612246,1.8921417537251746e-05
CFH,P08603,DIP-38303N,0.00040816326530612246,1.666312575244427e-07
ANAPC7,Q9UJX3,DIP-39765N,0.00040816326530612246,0.0
UCHL1,P09936,DIP-36620N,0.00040816326530612246,0.00022112853224712077
PTPRT,O14522,DIP-33967N,0.00040816326530612246,0.0005974180345685942
PVR,P15151,DIP-43987N,0.00040816326530612246,0.0
KLRK1,P26718,DIP-31100N,0.00040816326530612246,0.0
IL1A,P01583,DIP-40550N,0.00040816326530612246,8.331562876222136e-08
MST1R,Q04912,DIP-6029N,0.00020408163265306123,0.0
SCO2,O43819,DIP-46088N,0.00020408163265306123,0.0
GABBR2,O75899,DIP-42851N,0.00020408163265306123,0.0
RGS16,O15492,DIP-59094N,0.00020408163265306123,0.0
ETFB,P38117,DIP-6162N,0.00020408163265306123,0.0
AGR2,O95994,DIP-48825N,0.00020408163265306123,0.0
ARL2,P36404,DIP-47535N,0.00020408163265306123,0.0
IL22RA1,Q8N6P7,DIP-42031N,0.00020408163265306123,0.0
LTBP1,Q14766,DIP-50011N,0.00020408163265306123,0.0
TNFRSF10B,O14763,DIP-33566N,0.00020408163265306123,0.0
SKIL,P12757,DIP-42138N,0.00020408163265306123,0.0
POLR2A,G3MZY8,DIP-61187N,0.00020408163265306123,0.0
CEP55,Q53EZ4,DIP-44581N,0.00020408163265306123,0.0
NUDCD3,Q8IVD9,DIP-53643N,0.00020408163265306123,0.0
NCF4,Q15080,DIP-17019N,0.00020408163265306123,0.0
SORBS2,O94875,DIP-31634N,0.00020408163265306123,0.0
PEG3,Q9GZU2,DIP-38426N,0.00020408163265306123,0.0
MYH14,Q7Z406,DIP-33170N,0.00020408163265306123,0.0
JUP,P14923,DIP-36235N,0.00020408163265306123,0.0
THEM4,Q5T1C6,DIP-60764N,0.00020408163265306123,0.0
CEACAM5,P06731,DIP-57769N,0.00020408163265306123,0.0
PIN4,Q9Y237,DIP-50838N,0.00020408163265306123,0.0
KIF13B,Q9NQT8,DIP-34586N,0.00020408163265306123,0.0
XRCC1,P18887,DIP-39067N,0.00020408163265306123,0.0
PPFIBP2,Q8ND30,DIP-42373N,0.00020408163265306123,0.0
PDCD1,Q15116,DIP-44126N,0.00020408163265306123,0.0
SORL1,Q92673,DIP-41229N,0.00020408163265306123,0.0
DLG5,Q8TDM6,DIP-41450N,0.00020408163265306123,0.0
FYB,O15117,DIP-42204N,0.00020408163265306123,0.0
CAP1,Q01518,DIP-62063N,0.00020408163265306123,0.0
F13A1,P00488,DIP-377N,0.00020408163265306123,0.0
CENPE,Q02224,DIP-38902N,0.00020408163265306123,0.0
GRB7,Q14451,DIP-502N,0.00020408163265306123,0.0
LMO7,Q8WWI1,DIP-33107N,0.00020408163265306123,0.0
BACE1,P56817,DIP-41388N,0.00020408163265306123,0.0
AP3D1,O14617,DIP-46793N,0.00020408163265306123,0.0
SPTBN2,O15020,DIP-47270N,0.00020408163265306123,0.0
ATXN2,Q99700,DIP-33372N,0.00020408163265306123,0.0
MLH1,P40692,DIP-27601N,0.00020408163265306123,0.0
CPA4,Q9UI42,DIP-60558N,0.00020408163265306123,0.0
OBSCN,Q5VST9,DIP-35727N,0.00020408163265306123,0.0
DCAF6,Q58WW2,DIP-44678N,0.00020408163265306123,0.0
LCP1,P13796,DIP-34767N,0.00020408163265306123,0.0
PRKRA,O75569,DIP-41809N,0.00020408163265306123,0.0
PMS2,P54278,DIP-27602N,0.00020408163265306123,0.0
IL7R,P16871,DIP-3045N,0.00020408163265306123,0.0
SPINT1,O43278,DIP-37949N,0.00020408163265306123,0.0
GGA2,Q9UJY4,DIP-31601N,0.00020408163265306123,0.0
NPC1,O15118,DIP-53217N,0.00020408163265306123,0.0
A2M,P01023,DIP-1118N,0.00020408163265306123,0.0
MEFV,O15553,DIP-41878N,0.00020408163265306123,0.0
CCNA2,P30274,DIP-693N,0.00020408163265306123,0.0
NRIP1,P48552,DIP-5964N,0.00020408163265306123,0.0
PRKCA,P17252,DIP-531N,0.00020408163265306123,0.0
MUS81,Q96NY9,DIP-48630N,0.00020408163265306123,0.0
ZNF462,Q96JM2,DIP-39340N,0.00020408163265306123,0.0
HK1,P19367,DIP-56245N,0.00020408163265306123,0.0
FARSB,Q9NSD9,DIP-32869N,0.00020408163265306123,0.0
EMILIN1,Q9Y6C2,DIP-35733N,0.00020408163265306123,0.0
RAD51,P25454,DIP-195N,0.00020408163265306123,0.0
IL16,Q14005,DIP-6006N,0.00020408163265306123,0.0
PRTN3,P24158,DIP-31107N,0.00020408163265306123,0.0
CD86,P42081,DIP-35606N,0.00020408163265306123,0.0
EPHA1,P21709,DIP-34886N,0.00020408163265306123,0.0
CLEC1B,Q9P126,DIP-61332N,0.00020408163265306123,0.0
RABEP1,Q15276,DIP-29350N,0.00020408163265306123,0.0
UBR2,Q8IWV8,DIP-38165N,0.00020408163265306123,0.0
TADA2A,O75478,DIP-28151N,0.00020408163265306123,0.0
GDF5,P43026,DIP-5823N,0.00020408163265306123,0.0
SPTA1,P02549,DIP-1020N,0.00020408163265306123,0.0
IL5RA,Q01344,DIP-3510N,0.00020408163265306123,0.0
LRBA,P50851,DIP-50531N,0.00020408163265306123,0.0
MSH3,P20585,DIP-35127N,0.00020408163265306123,0.0
CUL7,Q14999,DIP-31618N,0.00020408163265306123,0.0
LMAN1,P49257,DIP-42188N,0.00020408163265306123,0.0
MTHFD1,P11586,DIP-33682N,0.00020408163265306123,0.0
CDH23,Q9H251,DIP-48786N,0.00020408163265306123,0.0
EPB41L3,Q9Y2J2,DIP-17035N,0.00020408163265306123,0.0
KDM4D,Q6B0I6,DIP-29606N,0.00020408163265306123,0.0
IFIT2,P09913,DIP-48848N,0.00020408163265306123,0.0
BACH1,O14867,DIP-24223N,0.00020408163265306123,0.0
NUP153,P49790,DIP-38185N,0.00020408163265306123,0.0
SPTB,P11277,DIP-1021N,0.00020408163265306123,0.0
PPP2R3A,Q06190,DIP-29397N,0.00020408163265306123,0.0
PLXNA2,O75051,DIP-31672N,0.00020408163265306123,0.0
BRD2,P25440,DIP-60835N,0.00020408163265306123,0.0
GLI1,P08151,DIP-32536N,0.00020408163265306123,0.0
NSFL1C,Q9UNZ2,DIP-39611N,0.00020408163265306123,0.0
SMYD3,Q9H7B4,DIP-32653N,0.00020408163265306123,0.0
NLRX1,Q86UT6,DIP-60637N,0.00020408163265306123,0.0
SFTPC,P11686,DIP-61551N,0.00020408163265306123,0.0
IFNLR1,Q8IU57,DIP-31197N,0.00020408163265306123,0.0
NCF1,P14598,DIP-126N,0.00020408163265306123,0.0
IL6R,P08887,DIP-3777N,0.00020408163265306123,0.0
SELP,P16109,DIP-37667N,0.00020408163265306123,0.0
CTLA4,P16410,DIP-35607N,0.00020408163265306123,0.0
CD180,Q99467,DIP-59104N,0.00020408163265306123,0.0
CEP350,Q5VT06,DIP-49946N,0.00020408163265306123,0.0
IFI16,Q16666,DIP-42868N,0.00020408163265306123,0.0
VAV2,P52735,DIP-33088N,0.00020408163265306123,0.0
PRDM2,Q13029,DIP-428N,0.00020408163265306123,0.0
ITGAL,P20701,DIP-623N,0.00020408163265306123,0.0
NUP214,P35658,DIP-38367N,0.00020408163265306123,0.0
FLT3,P36888,DIP-59769N,0.00020408163265306123,0.0
ICAM1,P05362,DIP-36658N,0.00020408163265306123,0.0
MYSM1,Q5VVJ2,DIP-58941N,0.00020408163265306123,0.0
ITGB2,P05107,DIP-478N,0.00020408163265306123,0.0
PDHX,O00330,DIP-29026N,0.00020408163265306123,0.0
SERPING1,P05155,DIP-45635N,0.00020408163265306123,0.0
SPEN,Q96T58,DIP-34569N,0.00020408163265306123,0.0
GC,P02774,DIP-17038N,0.00020408163265306123,0.0
COL1A1,P02452,DIP-36077N,0.00020408163265306123,0.0
CALCRL,Q16602,DIP-37674N,0.00020408163265306123,0.0
ZFPM1,Q8IX07,DIP-48415N,0.00020408163265306123,0.0
SETD1B,Q9UPS6,DIP-61947N,0.00020408163265306123,0.0
TBCC,Q15814,DIP-46388N,0.00020408163265306123,0.0
BTC,P35070,DIP-5768N,0.00020408163265306123,0.0
RASSF1,Q9NS23,DIP-31270N,0.00020408163265306123,0.0
F5,P12259,DIP-47331N,0.00020408163265306123,0.0
TGS1,Q96RS0,DIP-49970N,0.00020408163265306123,0.0
EGF,P01133,DIP-5767N,0.00020408163265306123,0.0
GLP1R,P43220,DIP-29980N,0.00020408163265306123,0.0
PTPN7,P35236,DIP-29118N,0.00020408163265306123,0.0
EFEMP2,O95967,DIP-34518N,0.00020408163265306123,0.0
TNFRSF4,P43489,DIP-3024N,0.00020408163265306123,0.0
SMYD2,Q9NRG4,DIP-50202N,0.00020408163265306123,0.0
PEPD,P12955,DIP-50038N,0.00020408163265306123,0.0
NFATC1,O95644,DIP-44311N,0.00020408163265306123,0.0
OPTN,Q96CV9,DIP-42001N,0.00020408163265306123,0.0
CTDP1,Q9Y5B0,DIP-41788N,0.00020408163265306123,0.0
AIP,O00170,DIP-34068N,0.00020408163265306123,0.0
CFB,P00751,DIP-38319N,0.00020408163265306123,0.0
AKAP10,O43572,DIP-48753N,0.00020408163265306123,0.0
NRG1,Q02297,DIP-355N,0.00020408163265306123,0.0
ALK,Q9UM73,DIP-5954N,0.00020408163265306123,0.0
ADCYAP1,P18509,DIP-60936N,0.00020408163265306123,0.0
