Gene,Uniprot_ID,DIP_ID,Degree_Centrality,Betweenness_Centrality
RUNX1T1,Q06455,DIP-29401N,0.0008163265306122449,0.0006691078145893996
PRKCE,Q02156,DIP-34186N,0.0008163265306122449,0.000334595565109081
STX6,O43752,DIP-44224N,0.0008163265306122449,3.186830993327254e-05
CXCL13,O43927,DIP-5914N,0.0008163265306122449,0.00450872354059047
CCL16,O15467,DIP-5831N,0.0008163265306122449,0.0004983792532576264
XCL1,P47992,DIP-29876N,0.0008163265306122449,0.005013902081680748
COX17,Q14061,DIP-46087N,0.0008163265306122449,7.498406588599922e-07
TAP2,Q03519,DIP-322N,0.0008163265306122449,0.0006690244989606372
MYOD1,P15172,DIP-704N,0.0008163265306122449,1.480288393427076e-05
KPNA2,P52292,DIP-6205N,0.0008163265306122449,0.0009909201902922626
RNF165,Q6ZSG1,DIP-52693N,0.0008163265306122449,0.0003378329852952835
JAK2,O60674,DIP-33880N,0.0008163265306122449,0.0003345955651090809
CHMP4C,Q96CF2,DIP-38342N,0.0008163265306122449,0.00035896502952872825
FAM134A,Q8NC44,DIP-56781N,0.0008163265306122449,0.00010406112518813379
ADRM1,Q16186,DIP-42668N,0.0008163265306122449,2.0828907190555338e-07
CYTH2,Q99418,DIP-31598N,0.0008163265306122449,0.0007915303005408071
FBXO11,Q86XK2,DIP-35680N,0.0008163265306122449,9.88083109938323e-06
CAMK2A,Q9UQM7,DIP-39705N,0.0008163265306122449,0.0
F9,P00740,DIP-58520N,0.0008163265306122449,0.0010035367484409563
NRP1,O14786,DIP-5743N,0.0008163265306122449,0.0009183883908285939
VIM,P08670,DIP-32507N,0.0008163265306122449,0.0007147383081725215
FAM134C,Q86VR2,DIP-61578N,0.0008163265306122449,0.00010406112518813379
NTN1,O95631,DIP-46273N,0.0008163265306122449,0.0008361139924432725
TBX21,Q9UL17,DIP-61303N,0.0008163265306122449,0.0003522709899780413
SMARCC2,Q8TAQ2,DIP-27611N,0.0008163265306122449,8.423340696955938e-05
RNF125,Q96EQ8,DIP-52778N,0.0008163265306122449,0.0003347657670364095
SEPT5,Q99719,DIP-31201N,0.0008163265306122449,3.332625150488854e-07
PAWR,Q96IZ0,DIP-29003N,0.0008163265306122449,0.0006900224307254961
CDC23,Q9UJX2,DIP-32959N,0.0008163265306122449,8.863610747223626e-07
DCP2,Q8IU60,DIP-31126N,0.0008163265306122449,0.0003395059685366087
AIM2,O14862,DIP-59741N,0.0008163265306122449,2.790357910947417e-06
GATA2,P23769,DIP-29711N,0.0008163265306122449,0.0018745166723725675
Gdi2,Q61598,DIP-348N,0.0008163265306122449,0.002819694395722189
BNLF2,P88986,DIP-47199N,0.0008163265306122449,0.0007256498011812095
SF3B1,O75533,DIP-29411N,0.0008163265306122449,0.0013030006650851156
CBX4,O00257,DIP-42042N,0.0008163265306122449,6.478260439059061e-05
RAPH1,Q70E73,DIP-61336N,0.0008163265306122449,0.00024121861025602705
AXIN2,Q9Y2T1,DIP-59293N,0.0008163265306122449,0.001218669462180853
PDGFA,P04085,DIP-5735N,0.0008163265306122449,6.119894321434102e-05
PSIP1,O75475,DIP-46656N,0.0008163265306122449,0.0002778967283439765
ATR,Q13535,DIP-35308N,0.0008163265306122449,0.0001292580149252734
SNRPA1,P09661,DIP-625N,0.0008163265306122449,0.0008508161139406458
DOCK2,Q92608,DIP-31791N,0.0008163265306122449,7.317457912376378e-05
RIPK4,P57078,DIP-40722N,0.0008163265306122449,0.000807797025729749
CCT2,P78371,DIP-38123N,0.0008163265306122449,0.0011122603058962002
CBX2,Q14781,DIP-48604N,0.0008163265306122449,6.478260439059061e-05
KCNQ1,P51787,DIP-27591N,0.0008163265306122449,0.008489027066926284
MCU,Q8NE86,DIP-60468N,0.0008163265306122449,8.331562876222136e-08
LCP2,Q13094,DIP-31812N,0.0008163265306122449,0.001337799051034988
PHF21A,Q96BD5,DIP-60252N,0.0008163265306122449,7.10002756724529e-05
FOXP2,O15409,DIP-29004N,0.0008163265306122449,8.331562876222136e-08
POU2F2,P09086,DIP-51N,0.0008163265306122449,0.0005105751976638005
INSIG2,Q9Y5U4,DIP-60913N,0.0008163265306122449,0.000334595565109081
Jak2,Q62120,DIP-320N,0.0008163265306122449,0.002992425482708094
HTRA1,Q92743,DIP-33195N,0.0008163265306122449,0.0007309715293735419
ACKR4,Q9NPB9,DIP-5906N,0.0008163265306122449,5.6697417835103034e-05
CAMK2B,Q13554,DIP-39770N,0.0008163265306122449,0.0
HUNK,P57058,DIP-58064N,0.0008163265306122449,0.00020902844915773885
CCNE1,P24864,DIP-149N,0.0008163265306122449,8.371893560665212e-06
FICD,Q9BVA6,DIP-44884N,0.0008163265306122449,7.717857626186903e-05
BIRC2,Q13490,DIP-33485N,0.0008163265306122449,0.0
ERCC4,Q92889,DIP-42006N,0.0008163265306122449,0.0
SELE,P16581,DIP-58639N,0.0008163265306122449,0.0008045463394462673
VPS52,Q8N1B4,DIP-57843N,0.0008163265306122449,1.1108750501629514e-07
TPP1,O14773,DIP-47434N,0.0008163265306122449,0.0002319271148484199
ITGA2,P17301,DIP-67N,0.0008163265306122449,0.0014769481698725395
IL12A,P29459,DIP-3772N,0.0008163265306122449,1.0831031739088776e-06
KDM5A,P29375,DIP-472N,0.0008163265306122449,0.002210202611428759
TAF11,Q15544,DIP-495N,0.0008163265306122449,1.7569179419709065e-06
WAPL,Q7Z5K2,DIP-31176N,0.0008163265306122449,0.0
RBM8A,Q9Y5S9,DIP-33070N,0.0008163265306122449,0.0
MST1,P26927,DIP-6028N,0.0008163265306122449,0.0003419021099247769
DPP3,Q9NY33,DIP-53793N,0.0008163265306122449,4.998937725733282e-07
ARFGEF2,Q9Y6D5,DIP-48794N,0.0008163265306122449,4.929387282212756e-05
CDK12,Q9NYV4,DIP-39768N,0.0008163265306122449,6.093772927056999e-06
KMT2D,O14686,DIP-37875N,0.0008163265306122449,0.0001488795089056407
PTGES3,Q15185,DIP-279N,0.0008163265306122449,0.001060965441392216
PTPN11,Q06124,DIP-516N,0.0008163265306122449,0.0038404171192691896
ATF1,P18846,DIP-652N,0.0008163265306122449,3.700029877425798e-05
STN1,Q9H668,DIP-59914N,0.0008163265306122449,0.0001672561247401594
SCN5A,Q14524,DIP-38416N,0.0008163265306122449,0.0013701247532549494
TTI1,O43156,DIP-50660N,0.0008163265306122449,0.0012546957701688392
RAD17,O75943,DIP-34896N,0.0008163265306122449,0.0010035367484409563
BBS10,Q8TAM1,DIP-60347N,0.0008163265306122449,2.082890719055534e-08
CDC20,Q12834,DIP-29655N,0.0008163265306122449,0.0
RBPJ,Q06330,DIP-33326N,0.0008163265306122449,0.0005719085358928327
MED6,O75586,DIP-31456N,0.0008163265306122449,0.0004405552523781993
BMP6,P22004,DIP-5797N,0.0008163265306122449,0.0003363937940965322
IL22,Q9GZX6,DIP-46035N,0.0008163265306122449,1.7496282040066485e-06
NGFR,P08138,DIP-406N,0.0008163265306122449,0.0012035578962210898
GTF3C2,Q8WUA4,DIP-38213N,0.0008163265306122449,0.0003411252973086263
HGS,O14964,DIP-29050N,0.0008163265306122449,0.0009172991145884815
ACVR1B,P36896,DIP-427N,0.0008163265306122449,0.0006682996529904061
CDH2,P19022,DIP-43894N,0.0008163265306122449,0.0013818058400469602
CSNK1E,P49674,DIP-38050N,0.0008163265306122449,0.0007267433042650028
PTK6,Q13882,DIP-39785N,0.0008163265306122449,4.205479360758864e-06
POLR2E,P19388,DIP-56N,0.0008163265306122449,3.783923893601368e-05
SET,Q01105,DIP-33561N,0.0008163265306122449,0.000334595565109081
TERF1,P54274,DIP-29412N,0.0008163265306122449,1.5241917217419126e-05
TCF12,Q99081,DIP-29403N,0.0008163265306122449,0.00041245657300981897
ADAM17,P78536,DIP-31044N,0.0006122448979591836,0.00035936316838496225
MCM7,P33993,DIP-27580N,0.0006122448979591836,0.00044845185660505506
DPP4,P27487,DIP-351N,0.0006122448979591836,0.001003453432812194
POU5F1,Q01860,DIP-33440N,0.0006122448979591836,0.0006756277421595179
Arl3,Q9WUL7,DIP-29025N,0.0006122448979591836,0.0005018100320348592
EFNB2,P52799,DIP-46378N,0.0006122448979591836,0.0006691078145893997
PIAS3,Q9Y6X2,DIP-5969N,0.0006122448979591836,8.866438140674958e-06
CD9,P30409,DIP-181N,0.0006122448979591836,0.0006855250645057449
GABARAPL1,Q9H0R8,DIP-35597N,0.0006122448979591836,3.2888536213972544e-06
DERP2,P49278,DIP-59729N,0.0006122448979591836,1.666312575244427e-06
IL12B,P29460,DIP-3774N,0.0006122448979591836,0.0
CFAP36,Q96G28,DIP-57013N,0.0006122448979591836,0.0013374657885199394
CSF3R,Q99062,DIP-5788N,0.0006122448979591836,0.001003453432812194
PKN1,Q16512,DIP-34240N,0.0006122448979591836,0.0005114298409664137
MAPRE3,Q9UPY8,DIP-56069N,0.0006122448979591836,0.0006691078145893997
STK24,Q9Y6E0,DIP-40608N,0.0006122448979591836,6.32889372525243e-05
ANKFY1,Q9P2R3,DIP-46068N,0.0006122448979591836,0.004152372026982625
SERPINC1,P01008,DIP-38009N,0.0006122448979591836,0.0
Gng4,P50153,DIP-494N,0.0006122448979591836,2.9453174467724285e-05
ACKR1,Q16570,DIP-3783N,0.0006122448979591836,7.776125351140659e-07
MLPH,Q9BV36,DIP-44046N,0.0006122448979591836,2.916047006677747e-07
LY96,Q9Y6Y9,DIP-38571N,0.0006122448979591836,1.1664188026710989e-06
WWC1,Q8IX03,DIP-35287N,0.0006122448979591836,0.004005065590228743
MLLT10,P55197,DIP-37633N,0.0006122448979591836,0.0
CTR9,Q6PD62,DIP-31693N,0.0006122448979591836,2.4384205691712537e-06
RPS6KA3,P51812,DIP-38247N,0.0006122448979591836,0.0003617695656328226
SKI,P12755,DIP-31514N,0.0006122448979591836,0.0005434611114522507
IGFBP4,P22692,DIP-48432N,0.0006122448979591836,0.0014407688171229063
NPAS2,Q99743,DIP-60821N,0.0006122448979591836,1.7120455518836957e-05
SPTLC3,Q9NUV7,DIP-60753N,0.0006122448979591836,2.7771876254073785e-08
ORC3,Q9UBD5,DIP-31735N,0.0006122448979591836,0.00027181250577589704
TAF5L,O75529,DIP-28147N,0.0006122448979591836,1.9840976103467e-05
PB2,P31345,DIP-29297N,0.0006122448979591836,0.00015616586675236115
AQP1,P29972,DIP-29607N,0.0006122448979591836,0.0
CHAF1B,Q13112,DIP-29243N,0.0006122448979591836,8.053844113681397e-08
ADRA2A,P08913,DIP-61452N,0.0006122448979591836,5.944900977969512e-06
RET,P07949,DIP-41449N,0.0006122448979591836,0.0
MLKL,Q8NB16,DIP-41782N,0.0006122448979591836,0.0
GMNN,O75496,DIP-31088N,0.0006122448979591836,0.0008772071595679195
VLDLR,P98155,DIP-40925N,0.0006122448979591836,0.00015166411767370526
S100A4,P26447,DIP-44938N,0.0006122448979591836,0.0
CTU1,Q7Z7A3,DIP-48632N,0.0006122448979591836,0.000334595565109081
NMRAL1,Q9HBL8,DIP-60944N,0.0006122448979591836,0.0
E2,P03122,DIP-40866N,0.0006122448979591836,6.977754923950896e-05
MAGEA2B,P43356,DIP-61231N,0.0006122448979591836,2.6302875251773493e-05
USP18,Q9UMW8,DIP-42723N,0.0006122448979591836,0.0007835776085655001
CAD,P27708,DIP-39484N,0.0006122448979591836,0.0
AEBP2,Q6ZN18,DIP-58581N,0.0006122448979591836,0.0
SETX,Q7Z333,DIP-38360N,0.0006122448979591836,0.0
HIRA,P54198,DIP-29240N,0.0006122448979591836,8.773545532993851e-05
DDX6,P26196,DIP-29195N,0.0006122448979591836,0.0027436035831747206
Il18,P70380,DIP-950N,0.0006122448979591836,0.0025827661141347557
lpg0940,Q5ZWZ3,DIP-59799N,0.0006122448979591836,0.001982965225938607
TRPV4,Q9HBA0,DIP-35702N,0.0006122448979591836,0.0
SERPINA1,P01009,DIP-35493N,0.0006122448979591836,0.0
ADRB1,P08588,DIP-36294N,0.0006122448979591836,0.0006883745109043286
TNKS,O95271,DIP-36652N,0.0006122448979591836,0.0006999188019273116
AHR,P35869,DIP-946N,0.0006122448979591836,0.00037233165201232195
ENG,P17813,DIP-6246N,0.0006122448979591836,0.001400357829204284
MYO10,Q9HD67,DIP-46151N,0.0006122448979591836,0.001003453432812194
MCM5,P33992,DIP-27578N,0.0006122448979591836,0.00037297788729798924
GATAD2B,Q8WXI9,DIP-36054N,0.0006122448979591836,2.3946955403368735e-06
NEDD4L,Q96PU5,DIP-41935N,0.0006122448979591836,0.0001908432842526923
PTCH1,Q13635,DIP-44940N,0.0006122448979591836,0.0003505254687449494
RGS2,P41220,DIP-44289N,0.0006122448979591836,0.001003453432812194
PRKCDBP,Q969G5,DIP-60484N,0.0006122448979591836,0.0
MCM3,P25205,DIP-31726N,0.0006122448979591836,3.311644005691843e-05
GIF,P27352,DIP-46206N,0.0006122448979591836,0.0
MED24,O75448,DIP-31462N,0.0006122448979591836,5.3278176941173946e-05
PEX5L,Q8IYB4,DIP-58547N,0.0006122448979591836,2.499468862866641e-07
IAPP,P10997,DIP-29913N,0.0006122448979591836,0.0
inlC,Q8Y6A8,DIP-59552N,0.0006122448979591836,0.0010472081386388465
RAD23A,P54725,DIP-34442N,0.0006122448979591836,1.3885938127036894e-07
PSPC1,Q8WXF1,DIP-39028N,0.0006122448979591836,0.0
Arrb1,P29066,DIP-40808N,0.0006122448979591836,0.0005056103445246895
YARS,P54577,DIP-50415N,0.0006122448979591836,0.0
DDX24,Q9GZR7,DIP-47301N,0.0006122448979591836,0.0015449440004310319
ERCC1,P07992,DIP-24235N,0.0006122448979591836,3.8036041568953097e-06
IKBKAP,O95163,DIP-27579N,0.0006122448979591836,0.0015988966009669629
TASP1,Q9H6P5,DIP-48456N,0.0006122448979591836,0.0
BMP7,P18075,DIP-5800N,0.0006122448979591836,4.800990972679586e-05
NECTIN2,Q92692,DIP-41043N,0.0006122448979591836,0.0
SPTSSB,Q8NFR3,DIP-60755N,0.0006122448979591836,2.7771876254073785e-08
RMI1,Q9H9A7,DIP-33324N,0.0006122448979591836,0.00016721446692577826
DDX3X,O00571,DIP-27551N,0.0006122448979591836,0.0006446818033273549
RPAP2,Q8IXW5,DIP-32939N,0.0006122448979591836,0.0
PSMA1,P25786,DIP-29369N,0.0006122448979591836,2.499468862866641e-07
IZUMO1,Q8IYV9,DIP-62033N,0.0006122448979591836,0.0
INHBA,P08476,DIP-5824N,0.0006122448979591836,0.0003029130930889401
HUWE1,Q7Z6Z7,DIP-34362N,0.0006122448979591836,1.0773289189867603e-05
SMPD3,Q9NY59,DIP-60431N,0.0006122448979591836,0.0
SEMA4D,Q92854,DIP-59221N,0.0006122448979591836,0.0
HMGA1,P17096,DIP-29687N,0.0006122448979591836,0.0001071405342115851
CDAN1,Q8IWY9,DIP-24225N,0.0006122448979591836,2.7771876254073785e-08
USF1,P22415,DIP-654N,0.0006122448979591836,2.41310609898999e-05
ACACA,Q13085,DIP-36122N,0.0006122448979591836,0.0
DCP1B,Q8IZD4,DIP-31289N,0.0006122448979591836,8.331562876222136e-08
WEE1,P30291,DIP-37969N,0.0006122448979591836,0.000566212654802153
SSRP1,Q08945,DIP-169N,0.0006122448979591836,0.00039412729755151227
IQGAP1,P46940,DIP-32597N,0.0006122448979591836,0.0014524881599203838
TRPC1,P48995,DIP-35698N,0.0006122448979591836,0.0012699968292997404
F3,P13726,DIP-6136N,0.0006122448979591836,2.499468862866641e-07
PBXIP1,Q96AQ6,DIP-46922N,0.0006122448979591836,0.00014442804510355096
RAB8A,P61006,DIP-43703N,0.0006122448979591836,0.0009911708962224146
ATRX,P46100,DIP-31532N,0.0006122448979591836,0.0006691078145893997
SNAI1,O95863,DIP-50870N,0.0006122448979591836,0.0004749506090597566
RAB4A,P20338,DIP-372N,0.0006122448979591836,0.0021068347550938574
Per2,O54943,DIP-38518N,0.0006122448979591836,0.0006732734413237501
BAD,Q92934,DIP-29184N,0.0006122448979591836,2.744478332226278e-06
IL34,Q6ZMJ4,DIP-50037N,0.0006122448979591836,0.0
Adrb1,P34971,DIP-59567N,0.0006122448979591836,5.944900977969512e-06
Calm3,P62161,DIP-29528N,0.0006122448979591836,0.0009146754081569193
HRH1,P35367,DIP-41996N,0.0006122448979591836,5.944900977969512e-06
NKD1,Q969G9,DIP-38248N,0.0006122448979591836,0.000334595565109081
PPP2R5A,Q15172,DIP-459N,0.0006122448979591836,0.0006691078145893996
IST1,P53990,DIP-42546N,0.0006122448979591836,0.0
IL1RAP,Q9NPH3,DIP-33487N,0.0006122448979591836,0.0002980257624536309
UBTF,P17480,DIP-640N,0.0006122448979591836,0.000549379191475004
GIMAP7,Q8NHV1,DIP-60142N,0.0006122448979591836,0.0
Axin1,O35625,DIP-42637N,0.0006122448979591836,0.0010928492825987447
SLC11A2,P49281,DIP-48957N,0.0006122448979591836,0.0005358742798296765
ABI2,Q9NYB9,DIP-37566N,0.0006122448979591836,0.0001329438127943345
GATSL3,Q8WTX7,DIP-62096N,0.0006122448979591836,0.0
SPTBN1,Q01082,DIP-33182N,0.0006122448979591836,0.0006445021977191134
PCGF2,P35227,DIP-41880N,0.0006122448979591836,1.4096345137028378e-05
PNN,Q9H307,DIP-32950N,0.0006122448979591836,0.0016713115129701605
LIMA1,Q9UHB6,DIP-29633N,0.0006122448979591836,0.0013829173205794822
SOX4,Q06945,DIP-58650N,0.0006122448979591836,2.0942338757922423e-05
KDM4B,O94953,DIP-47283N,0.0006122448979591836,0.00024026702781684142
CHRNA9,Q9UGM1,DIP-61053N,0.0006122448979591836,0.0
CXCL8,P10145,DIP-3778N,0.0006122448979591836,6.665250300977708e-07
EXD2,Q9NVH0,DIP-61996N,0.0006122448979591836,4.98056062985798e-05
Ncoa2,Q61026,DIP-5979N,0.0006122448979591836,0.0003681271014099001
CEP72,Q9P209,DIP-54272N,0.0006122448979591836,0.0
CCL11,P51671,DIP-5858N,0.0006122448979591836,5.574146181767064e-07
RAB6A,P20340,DIP-39668N,0.0006122448979591836,0.0017437317825201373
HDAC7,Q8WUI4,DIP-29860N,0.0006122448979591836,0.0006691078145893997
VAMP4,O75379,DIP-44226N,0.0006122448979591836,0.0
EXOC1,Q9NV70,DIP-37579N,0.0006122448979591836,0.00333920708516107
CXCL1,P09341,DIP-5896N,0.0006122448979591836,6.665250300977708e-07
EFNA5,P52803,DIP-48296N,0.0006122448979591836,0.002520294489311735
ARF5,P84085,DIP-61289N,0.0006122448979591836,4.860078344462912e-08
NEO1,Q92859,DIP-46272N,0.0006122448979591836,1.666312575244427e-07
ARL6,Q9H0F7,DIP-61535N,0.0006122448979591836,0.0006691078145893997
RUNX1,Q01196,DIP-36773N,0.0006122448979591836,0.00027312031726995766
HNRNPU,Q00839,DIP-684N,0.0006122448979591836,0.0007304924436977639
RPAP3,Q9H6T3,DIP-47508N,0.0006122448979591836,4.3457633237437544e-05
FLRT3,Q9NZU0,DIP-50407N,0.0006122448979591836,0.0
POLR3G,O15318,DIP-59079N,0.0006122448979591836,4.165781438111068e-08
PCBP1,Q15365,DIP-38136N,0.0006122448979591836,0.0005804725767544207
GLRX3,O76003,DIP-31306N,0.0006122448979591836,0.0
LEF1,Q9UJU2,DIP-29946N,0.0006122448979591836,0.0003383575873415757
ZBTB6,Q15916,DIP-2653N,0.0006122448979591836,6.66450670919074e-06
GADD45G,O95257,DIP-24218N,0.0006122448979591836,2.12965803996689e-05
Ap2a2,P18484,DIP-29765N,0.0006122448979591836,0.00027636543696448704
SAP18,O00422,DIP-33590N,0.0006122448979591836,0.00016717280911139715
CNOT7,Q9UIV1,DIP-41902N,0.0006122448979591836,1.6663125752444274e-07
KIF11,P52732,DIP-53686N,0.0006122448979591836,0.001297783125228522
PHO2,P07269,DIP-13N,0.0006122448979591836,0.00016725612474015938
RAB11FIP2,Q7L804,DIP-29139N,0.0006122448979591836,0.0
KIF1A,Q12756,DIP-42405N,0.0006122448979591836,0.0
LRPAP1,P30533,DIP-39355N,0.0006122448979591836,0.00015079435479442774
LDLR,P01130,DIP-29695N,0.0006122448979591836,0.0006691078145893997
STRIP1,Q5VSL9,DIP-51621N,0.0006122448979591836,0.00033511608411164565
NOS2,P35228,DIP-59359N,0.0006122448979591836,0.000334595565109081
PPP2R5C,Q13362,DIP-39401N,0.0006122448979591836,0.00048007459470374717
CD14,P08571,DIP-1030N,0.0006122448979591836,1.9162594615310913e-06
KEAP1,Q14145,DIP-42134N,0.0006122448979591836,0.00023849526390461143
SNRPD3,P62318,DIP-31216N,0.0006122448979591836,0.0003682671637775956
E2F6,O75461,DIP-41699N,0.0006122448979591836,0.0003524957249636561
VAMP8,Q9BV40,DIP-40358N,0.0006122448979591836,8.132450966276381e-05
IRF5,Q13568,DIP-46348N,0.0006122448979591836,0.0
MED26,O95402,DIP-31464N,0.0006122448979591836,5.3278176941173946e-05
SEPT7,Q16181,DIP-47093N,0.0006122448979591836,0.0
ESRRA,P11474,DIP-35053N,0.0006122448979591836,0.0006691078145893997
HLA-E,P13747,DIP-32N,0.0006122448979591836,0.0012178577772426155
ATRIP,Q8WXE1,DIP-46495N,0.0006122448979591836,0.0004820593260743605
CAB39,Q9Y376,DIP-31316N,0.0006122448979591836,8.848503261078953e-05
NKD2,Q969F2,DIP-38642N,0.0006122448979591836,0.00028009020984083415
PDIA3,P30101,DIP-29132N,0.0006122448979591836,0.0
CRTAM,O95727,DIP-60155N,0.0006122448979591836,0.0
Aqp2,P34080,DIP-46223N,0.0006122448979591836,0.0005301085452400592
SEC61B,P60468,DIP-40997N,0.0006122448979591836,0.000334595565109081
STM1055,H9L447,DIP-59798N,0.0006122448979591836,0.0006691078145893997
PSMA6,P60900,DIP-29367N,0.0006122448979591836,0.001018494352922218
PAPOLA,P51003,DIP-40865N,0.0006122448979591836,1.3885938127036894e-07
MED25,Q71SY5,DIP-31454N,0.0006122448979591836,1.5917976159493583e-05
NTMT1,Q9BV86,DIP-31241N,0.0006122448979591836,0.001337715735406226
TANK,Q92844,DIP-27516N,0.0006122448979591836,8.733223811016289e-06
Mfn2,Q80U63,DIP-60970N,0.0006122448979591836,2.0391316720013546e-06
IL15,P40933,DIP-3046N,0.0006122448979591836,0.000334595565109081
ARHGAP4,P98171,DIP-41592N,0.0006122448979591836,0.0
TAF15,Q92804,DIP-52760N,0.0006122448979591836,2.2352395972257383e-05
GNG7,P30671,DIP-203N,0.0006122448979591836,2.9453174467724285e-05
CD6,P30203,DIP-43704N,0.0006122448979591836,0.0
LIFR,P42702,DIP-5770N,0.0006122448979591836,0.0013377157354062259
RAB11FIP4,Q86YS3,DIP-47495N,0.0006122448979591836,9.876613725662766e-05
FBXL3,Q9UKT7,DIP-40770N,0.0006122448979591836,0.0003345955651090809
CALR,P27797,DIP-104N,0.0006122448979591836,0.00023811769270048032
CCM2,Q9BSQ5,DIP-40609N,0.0006122448979591836,0.0006042614516971838
FANCI,Q9NVI1,DIP-29381N,0.0006122448979591836,0.0015708654291810339
Reln,Q60841,DIP-40924N,0.0006122448979591836,0.0010529082990118983
SUPT3H,O75486,DIP-28148N,0.0006122448979591836,0.0
PTPN22,Q9Y2R2,DIP-29953N,0.0006122448979591836,0.0
KRT14,P02533,DIP-33874N,0.0006122448979591836,0.0
Ap2m1,P84092,DIP-29761N,0.0006122448979591836,0.0004613553105419399
ATL1,Q8WXF7,DIP-53502N,0.0006122448979591836,0.0
RCHY1,Q96PM5,DIP-43981N,0.0006122448979591836,6.052116158844034e-05
ORAI3,Q9BRQ5,DIP-48945N,0.0006122448979591836,0.00032564226321066367
PODXL,O00592,DIP-58638N,0.0006122448979591836,0.0005440359075537604
STIP1,P31948,DIP-41085N,0.0006122448979591836,0.0007235794045580061
VPS54,Q9P1Q0,DIP-61627N,0.0006122448979591836,0.0
IMMT,Q16891,DIP-32517N,0.0006122448979591836,0.003447568807384088
SAMHD1,Q9Y3Z3,DIP-50704N,0.0006122448979591836,0.0
SMARCA2,P51531,DIP-29005N,0.0006122448979591836,0.00034321273615901457
ADRB3,P13945,DIP-61451N,0.0006122448979591836,5.944900977969512e-06
CBFA2T3,O75081,DIP-48898N,0.0006122448979591836,0.00020503714024956224
HLA-DMA,Q6ICR9,DIP-60118N,0.0006122448979591836,3.332625150488854e-07
H2AFY2,Q9P0M6,DIP-48563N,0.0006122448979591836,4.296146188309595e-06
ANAPC10,Q9UM13,DIP-39885N,0.0006122448979591836,1.3637974946196946e-07
Drd4,P51436,DIP-61454N,0.0006122448979591836,5.944900977969512e-06
CDKN2AIPNL,Q96HQ2,DIP-61982N,0.0006122448979591836,0.0006691078145893997
PTPN4,P29074,DIP-34634N,0.0006122448979591836,2.499468862866641e-07
UPF2,Q9HAU5,DIP-31148N,0.0006122448979591836,0.00015482569521068273
COPZ1,P61923,DIP-29873N,0.0006122448979591836,1.8118911229125304e-06
RAB9A,P51151,DIP-46409N,0.0006122448979591836,3.332625150488854e-07
IP6K2,Q9UHH9,DIP-29676N,0.0006122448979591836,0.00034841880306440054
ABL2,P42684,DIP-91N,0.0006122448979591836,0.0027251861952765992
NO66,Q9H6W3,DIP-53768N,0.0006122448979591836,0.0
GAMMAHV.M9,O41966,DIP-47189N,0.0006122448979591836,0.00037353569058228567
TLR2,O60603,DIP-35138N,0.0006122448979591836,1.2497344314333204e-06
CHRM4,P08173,DIP-61455N,0.0006122448979591836,5.944900977969512e-06
PHO4,P07270,DIP-911N,0.0006122448979591836,0.00016725612474015938
OGT,O15294,DIP-33491N,0.0006122448979591836,0.0010861239834704885
ORC5,O43913,DIP-29691N,0.0006122448979591836,0.0001071405342115851
AMPH,P49418,DIP-40729N,0.0006122448979591836,0.0
SSB,P05455,DIP-29750N,0.0006122448979591836,0.000334595565109081
CDC26,Q8NHZ8,DIP-48551N,0.0006122448979591836,0.000334595565109081
EPOR,P19235,DIP-5732N,0.0006122448979591836,0.0
E2348C_3231,B7UI21,DIP-60511N,0.0006122448979591836,1.6266384663100358e-07
HMMR,O75330,DIP-56496N,0.0006122448979591836,0.0
TNS,Q04205,DIP-56927N,0.0006122448979591836,0.001003453432812194
GATA3,P23771,DIP-61302N,0.0006122448979591836,0.000674133717838331
NPAT,Q14207,DIP-59961N,0.0006122448979591836,2.6503666812852503e-05
Map3k7,Q62073,DIP-40666N,0.0006122448979591836,0.00019250534329132832
EVI5,O60447,DIP-38024N,0.0006122448979591836,0.00078058519417063
OXSR1,O95747,DIP-34977N,0.0006122448979591836,0.0
IL2,P60568,DIP-475N,0.0006122448979591836,1.666312575244427e-07
Wnt3a,P27467,DIP-55954N,0.0006122448979591836,0.0008294183595432077
STAM,Q92783,DIP-37761N,0.0006122448979591836,1.2055522833340906e-05
CDCP1,Q9H5V8,DIP-33861N,0.0006122448979591836,0.0007114124333054971
Cbx5,Q61686,DIP-28137N,0.0006122448979591836,0.0012235728487798088
POLR3C,Q9BUI4,DIP-59078N,0.0006122448979591836,4.165781438111068e-08
NHEJ1,Q9H9Q4,DIP-37959N,0.0006122448979591836,0.0
SRP68,Q9UHB9,DIP-50905N,0.0006122448979591836,0.0
Tp53,P02340,DIP-369N,0.0006122448979591836,0.004515931406825001
CRTC2,Q53ET0,DIP-29950N,0.0006122448979591836,0.0002684793314478796
RASA1,P20936,DIP-144N,0.0006122448979591836,0.0003610365941071115
DMC1,Q14565,DIP-24192N,0.0006122448979591836,1.0989322345001527e-05
MED16,Q9Y2X0,DIP-31463N,0.0006122448979591836,2.72380570636593e-06
OTUB1,Q96FW1,DIP-41158N,0.0006122448979591836,0.0006252227285192442
CFL1,P23528,DIP-33000N,0.0006122448979591836,0.00013670958828956525
PABPN1,Q86U42,DIP-37968N,0.0006122448979591836,0.0
AKAP9,Q99996,DIP-29942N,0.0006122448979591836,0.000334595565109081
Cnot7,Q60809,DIP-46843N,0.0006122448979591836,0.00035740529005473065
